Reactivo,Unidad,Concentracion de reactivo,Concentracion de titulante,pH
FeSO4,g/L,0.005,0.0034,8.08
FeSO4,g/L,0.005,0.0037,8.15
FeSO4,g/L,0.005,0.004,8.39
FeSO4,g/L,0.005,0.0043,8.51
FeSO4,g/L,0.005,0.0046,8.59
FeSO4,g/L,0.005,0.0048,8.63
FeSO4,g/L,0.005,0.0051,8.72
FeSO4,g/L,0.005,0.0054,8.79
FeSO4,g/L,0.005,0.0057,8.82
FeSO4,g/L,0.005,0.006,8.87
FeSO4,g/L,0.005,0.0061,8.9
FeSO4,g/L,0.005,0.0064,8.93
FeSO4,g/L,0.005,0.0067,8.98
FeSO4,g/L,0.005,0.007,9
FeSO4,g/L,0.007,-0.0216,3
FeSO4,g/L,0.007,-0.0205,3.04
FeSO4,g/L,0.007,-0.0194,3.07
FeSO4,g/L,0.007,-0.0182,3.09
FeSO4,g/L,0.007,-0.017,3.11
FeSO4,g/L,0.007,-0.0158,3.14
FeSO4,g/L,0.007,-0.0146,3.18
FeSO4,g/L,0.007,-0.0133,3.21
FeSO4,g/L,0.007,-0.0121,3.26
FeSO4,g/L,0.007,-0.0108,3.33
FeSO4,g/L,0.007,-0.0095,3.37
FeSO4,g/L,0.007,-0.0081,3.4
FeSO4,g/L,0.007,-0.0068,3.44
FeSO4,g/L,0.007,-0.0055,3.49
FeSO4,g/L,0.007,-0.0041,3.58
FeSO4,g/L,0.007,-0.0027,3.73
FeSO4,g/L,0.007,-0.0014,3.96
FeSO4,g/L,0.007,0,5.22
FeSO4,g/L,0.007,0.0003,5.34
FeSO4,g/L,0.007,0.0006,5.43
FeSO4,g/L,0.007,0.0009,5.48
FeSO4,g/L,0.007,0.0011,5.56
FeSO4,g/L,0.007,0.0014,5.58
FeSO4,g/L,0.007,0.0017,5.6
FeSO4,g/L,0.007,0.002,5.66
FeSO4,g/L,0.007,0.0023,5.7
FeSO4,g/L,0.007,0.0026,5.74
FeSO4,g/L,0.007,0.0029,5.86
FeSO4,g/L,0.007,0.0031,6.48
FeSO4,g/L,0.007,0.0034,7.03
FeSO4,g/L,0.007,0.0037,7.69
FeSO4,g/L,0.007,0.0039,7.85
FeSO4,g/L,0.007,0.0041,7.93
FeSO4,g/L,0.007,0.0044,8.14
FeSO4,g/L,0.007,0.0047,8.27
FeSO4,g/L,0.007,0.005,8.35
FeSO4,g/L,0.007,0.0053,8.38
FeSO4,g/L,0.007,0.0056,8.49
FeSO4,g/L,0.007,0.0058,8.6
FeSO4,g/L,0.007,0.0061,8.65
FeSO4,g/L,0.007,0.0064,8.7
FeSO4,g/L,0.007,0.0067,8.75
FeSO4,g/L,0.007,0.007,8.8
FeSO4,g/L,0.007,0.0072,8.85
FeSO4,g/L,0.007,0.0075,8.87
FeSO4,g/L,0.007,0.0078,8.93
FeSO4,g/L,0.007,0.0081,8.96
FeSO4,g/L,0.007,0.0082,8.96
FeSO4,g/L,0.007,0.0084,8.97
FeSO4,g/L,0.007,0.0085,8.98
FeSO4,g/L,0.007,0.0086,8.99
FeSO4,g/L,0.007,0.0088,9
FeSO4,g/L,0.01,-0.0194,3
FeSO4,g/L,0.01,-0.0182,3.01
FeSO4,g/L,0.01,-0.017,3.03
FeSO4,g/L,0.01,-0.0158,3.05
FeSO4,g/L,0.01,-0.0146,3.09
FeSO4,g/L,0.01,-0.0133,3.12
FeSO4,g/L,0.01,-0.0121,3.16
FeSO4,g/L,0.01,-0.0108,3.2
FeSO4,g/L,0.01,-0.0095,3.24
FeSO4,g/L,0.01,-0.0081,3.29
FeSO4,g/L,0.01,-0.0068,3.36
FeSO4,g/L,0.01,-0.0055,3.43
FeSO4,g/L,0.01,-0.0041,3.52
FeSO4,g/L,0.01,-0.0027,3.66
FeSO4,g/L,0.01,-0.0014,3.91
FeSO4,g/L,0.01,0,5.08
FeSO4,g/L,0.01,0.0003,5.25
FeSO4,g/L,0.01,0.0004,5.33
FeSO4,g/L,0.01,0.0006,5.36
FeSO4,g/L,0.01,0.0007,5.4
FeSO4,g/L,0.01,0.0009,5.42
FeSO4,g/L,0.01,0.001,5.44
FeSO4,g/L,0.01,0.0011,5.47
FeSO4,g/L,0.01,0.0013,5.5
FeSO4,g/L,0.01,0.0014,5.19
FeSO4,g/L,0.01,0.0014,5.51
FeSO4,g/L,0.01,0.0016,5.53
FeSO4,g/L,0.01,0.0017,5.54
FeSO4,g/L,0.01,0.0019,5.57
FeSO4,g/L,0.01,0.002,5.58
FeSO4,g/L,0.01,0.0021,5.6
FeSO4,g/L,0.01,0.0023,5.63
FeSO4,g/L,0.01,0.0024,5.65
FeSO4,g/L,0.01,0.0026,5.69
FeSO4,g/L,0.01,0.0027,5.73
FeSO4,g/L,0.01,0.0029,5.76
FeSO4,g/L,0.01,0.003,5.82
FeSO4,g/L,0.01,0.0031,5.89
FeSO4,g/L,0.01,0.0033,5.97
FeSO4,g/L,0.01,0.0034,6.06
FeSO4,g/L,0.01,0.0036,6.25
FeSO4,g/L,0.01,0.0037,6.56
FeSO4,g/L,0.01,0.0039,7.12
FeSO4,g/L,0.01,0.004,7.36
FeSO4,g/L,0.01,0.0041,7.58
FeSO4,g/L,0.01,0.0043,7.89
FeSO4,g/L,0.01,0.0044,8.07
FeSO4,g/L,0.01,0.0046,8.19
FeSO4,g/L,0.01,0.0047,8.22
FeSO4,g/L,0.01,0.0048,8.27
FeSO4,g/L,0.01,0.005,8.34
FeSO4,g/L,0.01,0.0051,8.39
FeSO4,g/L,0.01,0.0053,8.44
FeSO4,g/L,0.01,0.0054,8.48
FeSO4,g/L,0.01,0.0056,8.5
FeSO4,g/L,0.01,0.0057,8.53
FeSO4,g/L,0.01,0.0058,8.66
FeSO4,g/L,0.01,0.006,8.74
FeSO4,g/L,0.01,0.0061,8.75
FeSO4,g/L,0.01,0.0063,8.74
FeSO4,g/L,0.01,0.0064,8.72
FeSO4,g/L,0.01,0.0065,8.76
FeSO4,g/L,0.01,0.0067,8.77
FeSO4,g/L,0.01,0.0068,8.8
FeSO4,g/L,0.01,0.007,8.84
FeSO4,g/L,0.01,0.0071,8.86
FeSO4,g/L,0.01,0.0072,8.87
FeSO4,g/L,0.01,0.0074,8.88
FeSO4,g/L,0.01,0.0075,8.9
FeSO4,g/L,0.01,0.0077,8.92
FeSO4,g/L,0.01,0.0078,8.93
FeSO4,g/L,0.01,0.0079,8.95
FeSO4,g/L,0.01,0.0081,8.97
FeSO4,g/L,0.01,0.0082,8.97
FeSO4,g/L,0.01,0.0084,8.98
FeSO4,g/L,0.01,0.0085,8.98
FeSO4,g/L,0.01,0.0086,8.99
FeSO4,g/L,0.01,0.0088,9
Glucosa,M,0.01,-0.0294,3
Glucosa,M,0.01,-0.0292,3.01
Glucosa,M,0.01,-0.0291,3.01
Glucosa,M,0.01,-0.029,3.01
Glucosa,M,0.01,-0.0289,3.01
Glucosa,M,0.01,-0.0288,3.01
Glucosa,M,0.01,-0.0287,3.02
Glucosa,M,0.01,-0.0286,3.02
Glucosa,M,0.01,-0.0285,3.02
Glucosa,M,0.01,-0.0284,3.02
Glucosa,M,0.01,-0.0283,3.02
Glucosa,M,0.01,-0.0281,3.03
Glucosa,M,0.01,-0.028,3.03
Glucosa,M,0.01,-0.0279,3.03
Glucosa,M,0.01,-0.0278,3.03
Glucosa,M,0.01,-0.0277,3.03
Glucosa,M,0.01,-0.0276,3.03
Glucosa,M,0.01,-0.0275,3.03
Glucosa,M,0.01,-0.0274,3.03
Glucosa,M,0.01,-0.0273,3.03
Glucosa,M,0.01,-0.0272,3.02
Glucosa,M,0.01,-0.027,3.04
Glucosa,M,0.01,-0.0269,3.04
Glucosa,M,0.01,-0.0268,3.04
Glucosa,M,0.01,-0.0267,3.04
Glucosa,M,0.01,-0.0266,3.04
Glucosa,M,0.01,-0.0265,3.04
Glucosa,M,0.01,-0.0264,3.04
Glucosa,M,0.01,-0.0263,3.04
Glucosa,M,0.01,-0.0261,3.04
Glucosa,M,0.01,-0.026,3.04
Glucosa,M,0.01,-0.0259,3.05
Glucosa,M,0.01,-0.0258,3.05
Glucosa,M,0.01,-0.0257,3.05
Glucosa,M,0.01,-0.0256,3.05
Glucosa,M,0.01,-0.0255,3.05
Glucosa,M,0.01,-0.0254,3.05
Glucosa,M,0.01,-0.0252,3.05
Glucosa,M,0.01,-0.0251,3.05
Glucosa,M,0.01,-0.025,3.05
Glucosa,M,0.01,-0.0249,3.05
Glucosa,M,0.01,-0.0248,3.06
Glucosa,M,0.01,-0.0247,3.06
Glucosa,M,0.01,-0.0246,3.06
Glucosa,M,0.01,-0.0245,3.06
Glucosa,M,0.01,-0.0243,3.06
Glucosa,M,0.01,-0.0242,3.07
Glucosa,M,0.01,-0.0241,3.07
Glucosa,M,0.01,-0.024,3.07
Glucosa,M,0.01,-0.0239,3.07
Glucosa,M,0.01,-0.0238,3.07
Glucosa,M,0.01,-0.0237,3.07
Glucosa,M,0.01,-0.0235,3.07
Glucosa,M,0.01,-0.0234,3.07
Glucosa,M,0.01,-0.0233,3.07
Glucosa,M,0.01,-0.0232,3.07
Glucosa,M,0.01,-0.0231,3.07
Glucosa,M,0.01,-0.023,3.08
Glucosa,M,0.01,-0.0229,3.08
Glucosa,M,0.01,-0.0227,3.08
Glucosa,M,0.01,-0.0226,3.08
Glucosa,M,0.01,-0.0225,3.09
Glucosa,M,0.01,-0.0224,3.09
Glucosa,M,0.01,-0.0223,3.09
Glucosa,M,0.01,-0.0222,3.1
Glucosa,M,0.01,-0.022,3.1
Glucosa,M,0.01,-0.0219,3.1
Glucosa,M,0.01,-0.0218,3.1
Glucosa,M,0.01,-0.0217,3.1
Glucosa,M,0.01,-0.0216,3.1
Glucosa,M,0.01,-0.0215,3.1
Glucosa,M,0.01,-0.0213,3.1
Glucosa,M,0.01,-0.0212,3.1
Glucosa,M,0.01,-0.0211,3.1
Glucosa,M,0.01,-0.021,3.1
Glucosa,M,0.01,-0.0209,3.11
Glucosa,M,0.01,-0.0208,3.11
Glucosa,M,0.01,-0.0206,3.11
Glucosa,M,0.01,-0.0205,3.11
Glucosa,M,0.01,-0.0204,3.11
Glucosa,M,0.01,-0.0203,3.12
Glucosa,M,0.01,-0.0202,3.12
Glucosa,M,0.01,-0.0201,3.12
Glucosa,M,0.01,-0.0199,3.12
Glucosa,M,0.01,-0.0198,3.12
Glucosa,M,0.01,-0.0197,3.13
Glucosa,M,0.01,-0.0196,3.13
Glucosa,M,0.01,-0.0195,3.13
Glucosa,M,0.01,-0.0194,3.13
Glucosa,M,0.01,-0.0192,3.13
Glucosa,M,0.01,-0.0191,3.13
Glucosa,M,0.01,-0.019,3.14
Glucosa,M,0.01,-0.0189,3.14
Glucosa,M,0.01,-0.0188,3.14
Glucosa,M,0.01,-0.0186,3.15
Glucosa,M,0.01,-0.0185,3.15
Glucosa,M,0.01,-0.0184,3.15
Glucosa,M,0.01,-0.0183,3.16
Glucosa,M,0.01,-0.0182,3.16
Glucosa,M,0.01,-0.018,3.16
Glucosa,M,0.01,-0.0179,3.16
Glucosa,M,0.01,-0.0178,3.16
Glucosa,M,0.01,-0.0177,3.17
Glucosa,M,0.01,-0.0176,3.17
Glucosa,M,0.01,-0.0174,3.17
Glucosa,M,0.01,-0.0173,3.17
Glucosa,M,0.01,-0.0172,3.18
Glucosa,M,0.01,-0.0171,3.18
Glucosa,M,0.01,-0.017,3.18
Glucosa,M,0.01,-0.0168,3.19
Glucosa,M,0.01,-0.0167,3.19
Glucosa,M,0.01,-0.0166,3.19
Glucosa,M,0.01,-0.0165,3.19
Glucosa,M,0.01,-0.0164,3.19
Glucosa,M,0.01,-0.0162,3.19
Glucosa,M,0.01,-0.0161,3.2
Glucosa,M,0.01,-0.016,3.2
Glucosa,M,0.01,-0.0159,3.2
Glucosa,M,0.01,-0.0158,3.2
Glucosa,M,0.01,-0.0156,3.2
Glucosa,M,0.01,-0.0155,3.2
Glucosa,M,0.01,-0.0154,3.2
Glucosa,M,0.01,-0.0153,3.2
Glucosa,M,0.01,-0.0151,3.21
Glucosa,M,0.01,-0.015,3.21
Glucosa,M,0.01,-0.0149,3.21
Glucosa,M,0.01,-0.0148,3.21
Glucosa,M,0.01,-0.0147,3.21
Glucosa,M,0.01,-0.0145,3.21
Glucosa,M,0.01,-0.0144,3.22
Glucosa,M,0.01,-0.0143,3.22
Glucosa,M,0.01,-0.0142,3.22
Glucosa,M,0.01,-0.014,3.22
Glucosa,M,0.01,-0.0139,3.23
Glucosa,M,0.01,-0.0138,3.23
Glucosa,M,0.01,-0.0137,3.23
Glucosa,M,0.01,-0.0135,3.23
Glucosa,M,0.01,-0.0134,3.24
Glucosa,M,0.01,-0.0133,3.24
Glucosa,M,0.01,-0.0132,3.24
Glucosa,M,0.01,-0.013,3.24
Glucosa,M,0.01,-0.0129,3.24
Glucosa,M,0.01,-0.0128,3.25
Glucosa,M,0.01,-0.0127,3.25
Glucosa,M,0.01,-0.0125,3.26
Glucosa,M,0.01,-0.0124,3.26
Glucosa,M,0.01,-0.0123,3.27
Glucosa,M,0.01,-0.0122,3.27
Glucosa,M,0.01,-0.012,3.28
Glucosa,M,0.01,-0.0119,3.28
Glucosa,M,0.01,-0.0118,3.29
Glucosa,M,0.01,-0.0117,3.29
Glucosa,M,0.01,-0.0115,3.3
Glucosa,M,0.01,-0.0114,3.3
Glucosa,M,0.01,-0.0113,3.3
Glucosa,M,0.01,-0.0112,3.3
Glucosa,M,0.01,-0.011,3.31
Glucosa,M,0.01,-0.0109,3.31
Glucosa,M,0.01,-0.0108,3.31
Glucosa,M,0.01,-0.0107,3.32
Glucosa,M,0.01,-0.0105,3.32
Glucosa,M,0.01,-0.0104,3.32
Glucosa,M,0.01,-0.0103,3.33
Glucosa,M,0.01,-0.0102,3.33
Glucosa,M,0.01,-0.01,3.33
Glucosa,M,0.01,-0.0099,3.33
Glucosa,M,0.01,-0.0098,3.34
Glucosa,M,0.01,-0.0096,3.34
Glucosa,M,0.01,-0.0095,3.34
Glucosa,M,0.01,-0.0094,3.34
Glucosa,M,0.01,-0.0093,3.35
Glucosa,M,0.01,-0.0091,3.35
Glucosa,M,0.01,-0.009,3.36
Glucosa,M,0.01,-0.0089,3.36
Glucosa,M,0.01,-0.0088,3.36
Glucosa,M,0.01,-0.0086,3.37
Glucosa,M,0.01,-0.0085,3.37
Glucosa,M,0.01,-0.0084,3.38
Glucosa,M,0.01,-0.0082,3.38
Glucosa,M,0.01,-0.0081,3.38
Glucosa,M,0.01,-0.008,3.38
Glucosa,M,0.01,-0.0079,3.39
Glucosa,M,0.01,-0.0077,3.39
Glucosa,M,0.01,-0.0076,3.39
Glucosa,M,0.01,-0.0075,3.4
Glucosa,M,0.01,-0.0073,3.4
Glucosa,M,0.01,-0.0072,3.41
Glucosa,M,0.01,-0.0071,3.41
Glucosa,M,0.01,-0.0069,3.41
Glucosa,M,0.01,-0.0068,3.42
Glucosa,M,0.01,-0.0067,3.42
Glucosa,M,0.01,-0.0066,3.43
Glucosa,M,0.01,-0.0064,3.43
Glucosa,M,0.01,-0.0063,3.44
Glucosa,M,0.01,-0.0062,3.45
Glucosa,M,0.01,-0.006,3.46
Glucosa,M,0.01,-0.0059,3.46
Glucosa,M,0.01,-0.0058,3.47
Glucosa,M,0.01,-0.0056,3.47
Glucosa,M,0.01,-0.0055,3.48
Glucosa,M,0.01,-0.0054,3.48
Glucosa,M,0.01,-0.0052,3.49
Glucosa,M,0.01,-0.0051,3.49
Glucosa,M,0.01,-0.005,3.5
Glucosa,M,0.01,-0.0048,3.51
Glucosa,M,0.01,-0.0047,3.51
Glucosa,M,0.01,-0.0046,3.52
Glucosa,M,0.01,-0.0044,3.53
Glucosa,M,0.01,-0.0043,3.54
Glucosa,M,0.01,-0.0042,3.55
Glucosa,M,0.01,-0.004,3.56
Glucosa,M,0.01,-0.0039,3.57
Glucosa,M,0.01,-0.0038,3.58
Glucosa,M,0.01,-0.0036,3.59
Glucosa,M,0.01,-0.0035,3.59
Glucosa,M,0.01,-0.0034,3.6
Glucosa,M,0.01,-0.0032,3.61
Glucosa,M,0.01,-0.0031,3.62
Glucosa,M,0.01,-0.003,3.63
Glucosa,M,0.01,-0.0028,3.64
Glucosa,M,0.01,-0.0027,3.65
Glucosa,M,0.01,-0.0026,3.66
Glucosa,M,0.01,-0.0024,3.66
Glucosa,M,0.01,-0.0023,3.67
Glucosa,M,0.01,-0.0022,3.68
Glucosa,M,0.01,-0.002,3.7
Glucosa,M,0.01,-0.0019,3.71
Glucosa,M,0.01,-0.0018,3.73
Glucosa,M,0.01,-0.0016,3.74
Glucosa,M,0.01,-0.0015,3.75
Glucosa,M,0.01,-0.0014,3.79
Glucosa,M,0.01,-0.0012,3.82
Glucosa,M,0.01,-0.0011,3.85
Glucosa,M,0.01,-0.001,3.88
Glucosa,M,0.01,-0.0008,3.93
Glucosa,M,0.01,-0.0007,3.98
Glucosa,M,0.01,-0.0005,4.04
Glucosa,M,0.01,-0.0004,4.21
Glucosa,M,0.01,-0.0003,4.52
Glucosa,M,0.01,-0.0001,5.03
Glucosa,M,0.01,0,6.13
Glucosa,M,0.01,0.0003,6.55
Glucosa,M,0.01,0.0006,6.57
Glucosa,M,0.01,0.0009,6.6
Glucosa,M,0.01,0.0011,6.64
Glucosa,M,0.01,0.0014,6.64
Glucosa,M,0.01,0.0017,6.78
Glucosa,M,0.01,0.002,6.78
Glucosa,M,0.01,0.0023,6.98
Glucosa,M,0.01,0.0026,7.23
Glucosa,M,0.01,0.0029,7.59
Glucosa,M,0.01,0.0031,7.63
Glucosa,M,0.01,0.0034,7.72
Glucosa,M,0.01,0.0037,7.8
Glucosa,M,0.01,0.004,7.88
Glucosa,M,0.01,0.0043,7.97
Glucosa,M,0.01,0.0046,8.01
Glucosa,M,0.01,0.0048,8.05
Glucosa,M,0.01,0.0051,8.16
Glucosa,M,0.01,0.0054,8.28
Glucosa,M,0.01,0.0057,8.37
Glucosa,M,0.01,0.006,8.43
Glucosa,M,0.01,0.0063,8.48
Glucosa,M,0.01,0.0065,8.54
Glucosa,M,0.01,0.0068,8.58
Glucosa,M,0.01,0.0071,8.61
Glucosa,M,0.01,0.0074,8.64
Glucosa,M,0.01,0.0077,8.69
Glucosa,M,0.01,0.0079,8.72
Glucosa,M,0.01,0.0082,8.74
Glucosa,M,0.01,0.0085,8.77
Glucosa,M,0.01,0.0088,8.8
Glucosa,M,0.01,0.0091,8.85
Glucosa,M,0.01,0.0093,8.87
Glucosa,M,0.01,0.0096,8.89
Glucosa,M,0.01,0.0099,8.89
Glucosa,M,0.01,0.0102,8.92
Glucosa,M,0.01,0.0104,8.93
Glucosa,M,0.01,0.0107,8.95
Glucosa,M,0.01,0.011,8.97
Glucosa,M,0.01,0.0113,8.98
Glucosa,M,0.01,0.0116,8.99
Glucosa,M,0.01,0.0118,8.99
Glucosa,M,0.01,0.0121,8.99
Glucosa,M,0.01,0.0124,9
Glucosa,M,0.06,-0.022,3
Glucosa,M,0.06,-0.0219,3.01
Glucosa,M,0.06,-0.0218,3.01
Glucosa,M,0.06,-0.0217,3.01
Glucosa,M,0.06,-0.0216,3.02
Glucosa,M,0.06,-0.0215,3.02
Glucosa,M,0.06,-0.0213,3.02
Glucosa,M,0.06,-0.0212,3.02
Glucosa,M,0.06,-0.0211,3.02
Glucosa,M,0.06,-0.021,3.03
Glucosa,M,0.06,-0.0209,3.03
Glucosa,M,0.06,-0.0208,3.03
Glucosa,M,0.06,-0.0206,3.03
Glucosa,M,0.06,-0.0205,3.03
Glucosa,M,0.06,-0.0204,3.02
Glucosa,M,0.06,-0.0203,3.04
Glucosa,M,0.06,-0.0202,3.04
Glucosa,M,0.06,-0.0201,3.04
Glucosa,M,0.06,-0.0199,3.04
Glucosa,M,0.06,-0.0198,3.04
Glucosa,M,0.06,-0.0197,3.05
Glucosa,M,0.06,-0.0196,3.05
Glucosa,M,0.06,-0.0195,3.05
Glucosa,M,0.06,-0.0194,3.05
Glucosa,M,0.06,-0.0192,3.05
Glucosa,M,0.06,-0.0191,3.05
Glucosa,M,0.06,-0.019,3.06
Glucosa,M,0.06,-0.0189,3.06
Glucosa,M,0.06,-0.0188,3.06
Glucosa,M,0.06,-0.0186,3.06
Glucosa,M,0.06,-0.0185,3.06
Glucosa,M,0.06,-0.0184,3.06
Glucosa,M,0.06,-0.0183,3.07
Glucosa,M,0.06,-0.0182,3.07
Glucosa,M,0.06,-0.018,3.07
Glucosa,M,0.06,-0.0179,3.08
Glucosa,M,0.06,-0.0178,3.08
Glucosa,M,0.06,-0.0177,3.08
Glucosa,M,0.06,-0.0176,3.08
Glucosa,M,0.06,-0.0174,3.09
Glucosa,M,0.06,-0.0173,3.09
Glucosa,M,0.06,-0.0172,3.09
Glucosa,M,0.06,-0.0171,3.09
Glucosa,M,0.06,-0.017,3.1
Glucosa,M,0.06,-0.0168,3.1
Glucosa,M,0.06,-0.0167,3.1
Glucosa,M,0.06,-0.0166,3.1
Glucosa,M,0.06,-0.0165,3.1
Glucosa,M,0.06,-0.0164,3.1
Glucosa,M,0.06,-0.0162,3.11
Glucosa,M,0.06,-0.0161,3.11
Glucosa,M,0.06,-0.016,3.11
Glucosa,M,0.06,-0.0159,3.1
Glucosa,M,0.06,-0.0158,3.12
Glucosa,M,0.06,-0.0156,3.12
Glucosa,M,0.06,-0.0155,3.12
Glucosa,M,0.06,-0.0154,3.12
Glucosa,M,0.06,-0.0153,3.13
Glucosa,M,0.06,-0.0151,3.13
Glucosa,M,0.06,-0.015,3.13
Glucosa,M,0.06,-0.0149,3.14
Glucosa,M,0.06,-0.0148,3.14
Glucosa,M,0.06,-0.0147,3.14
Glucosa,M,0.06,-0.0145,3.14
Glucosa,M,0.06,-0.0144,3.15
Glucosa,M,0.06,-0.0143,3.15
Glucosa,M,0.06,-0.0142,3.15
Glucosa,M,0.06,-0.014,3.15
Glucosa,M,0.06,-0.0139,3.15
Glucosa,M,0.06,-0.0138,3.16
Glucosa,M,0.06,-0.0137,3.16
Glucosa,M,0.06,-0.0135,3.16
Glucosa,M,0.06,-0.0134,3.16
Glucosa,M,0.06,-0.0133,3.16
Glucosa,M,0.06,-0.0132,3.16
Glucosa,M,0.06,-0.013,3.16
Glucosa,M,0.06,-0.0129,3.17
Glucosa,M,0.06,-0.0128,3.17
Glucosa,M,0.06,-0.0127,3.18
Glucosa,M,0.06,-0.0125,3.18
Glucosa,M,0.06,-0.0124,3.19
Glucosa,M,0.06,-0.0123,3.19
Glucosa,M,0.06,-0.0122,3.2
Glucosa,M,0.06,-0.012,3.2
Glucosa,M,0.06,-0.0119,3.2
Glucosa,M,0.06,-0.0118,3.21
Glucosa,M,0.06,-0.0117,3.21
Glucosa,M,0.06,-0.0115,3.21
Glucosa,M,0.06,-0.0114,3.21
Glucosa,M,0.06,-0.0113,3.22
Glucosa,M,0.06,-0.0112,3.22
Glucosa,M,0.06,-0.011,3.23
Glucosa,M,0.06,-0.0109,3.23
Glucosa,M,0.06,-0.0108,3.24
Glucosa,M,0.06,-0.0107,3.24
Glucosa,M,0.06,-0.0105,3.23
Glucosa,M,0.06,-0.0104,3.25
Glucosa,M,0.06,-0.0103,3.25
Glucosa,M,0.06,-0.0102,3.25
Glucosa,M,0.06,-0.01,3.26
Glucosa,M,0.06,-0.0099,3.26
Glucosa,M,0.06,-0.0098,3.27
Glucosa,M,0.06,-0.0096,3.27
Glucosa,M,0.06,-0.0095,3.28
Glucosa,M,0.06,-0.0094,3.28
Glucosa,M,0.06,-0.0093,3.29
Glucosa,M,0.06,-0.0091,3.29
Glucosa,M,0.06,-0.009,3.3
Glucosa,M,0.06,-0.0089,3.3
Glucosa,M,0.06,-0.0088,3.3
Glucosa,M,0.06,-0.0086,3.31
Glucosa,M,0.06,-0.0085,3.31
Glucosa,M,0.06,-0.0084,3.32
Glucosa,M,0.06,-0.0082,3.31
Glucosa,M,0.06,-0.0081,3.33
Glucosa,M,0.06,-0.008,3.33
Glucosa,M,0.06,-0.0079,3.33
Glucosa,M,0.06,-0.0077,3.33
Glucosa,M,0.06,-0.0076,3.34
Glucosa,M,0.06,-0.0075,3.34
Glucosa,M,0.06,-0.0073,3.34
Glucosa,M,0.06,-0.0072,3.34
Glucosa,M,0.06,-0.0071,3.35
Glucosa,M,0.06,-0.0069,3.35
Glucosa,M,0.06,-0.0068,3.36
Glucosa,M,0.06,-0.0067,3.37
Glucosa,M,0.06,-0.0066,3.38
Glucosa,M,0.06,-0.0064,3.39
Glucosa,M,0.06,-0.0063,3.39
Glucosa,M,0.06,-0.0062,3.4
Glucosa,M,0.06,-0.006,3.41
Glucosa,M,0.06,-0.0059,3.42
Glucosa,M,0.06,-0.0058,3.42
Glucosa,M,0.06,-0.0056,3.43
Glucosa,M,0.06,-0.0055,3.43
Glucosa,M,0.06,-0.0054,3.44
Glucosa,M,0.06,-0.0052,3.44
Glucosa,M,0.06,-0.0051,3.45
Glucosa,M,0.06,-0.005,3.46
Glucosa,M,0.06,-0.0048,3.47
Glucosa,M,0.06,-0.0047,3.48
Glucosa,M,0.06,-0.0046,3.49
Glucosa,M,0.06,-0.0044,3.5
Glucosa,M,0.06,-0.0043,3.5
Glucosa,M,0.06,-0.0042,3.51
Glucosa,M,0.06,-0.004,3.52
Glucosa,M,0.06,-0.0039,3.53
Glucosa,M,0.06,-0.0038,3.54
Glucosa,M,0.06,-0.0036,3.55
Glucosa,M,0.06,-0.0035,3.56
Glucosa,M,0.06,-0.0034,3.57
Glucosa,M,0.06,-0.0032,3.57
Glucosa,M,0.06,-0.0031,3.58
Glucosa,M,0.06,-0.003,3.6
Glucosa,M,0.06,-0.0028,3.61
Glucosa,M,0.06,-0.0027,3.63
Glucosa,M,0.06,-0.0026,3.64
Glucosa,M,0.06,-0.0024,3.65
Glucosa,M,0.06,-0.0023,3.67
Glucosa,M,0.06,-0.0022,3.68
Glucosa,M,0.06,-0.002,3.71
Glucosa,M,0.06,-0.0019,3.72
Glucosa,M,0.06,-0.0018,3.73
Glucosa,M,0.06,-0.0016,3.74
Glucosa,M,0.06,-0.0015,3.75
Glucosa,M,0.06,-0.0014,3.79
Glucosa,M,0.06,-0.0012,3.82
Glucosa,M,0.06,-0.0011,3.86
Glucosa,M,0.06,-0.001,3.91
Glucosa,M,0.06,-0.0008,3.94
Glucosa,M,0.06,-0.0007,4.01
Glucosa,M,0.06,-0.0005,4.07
Glucosa,M,0.06,-0.0004,4.14
Glucosa,M,0.06,-0.0003,4.31
Glucosa,M,0.06,-0.0001,5.02
Glucosa,M,0.06,0,6.48
Glucosa,M,0.06,0.0003,6.52
Glucosa,M,0.06,0.0006,6.66
Glucosa,M,0.06,0.0009,6.79
Glucosa,M,0.06,0.0011,6.92
Glucosa,M,0.06,0.0014,7.05
Glucosa,M,0.06,0.0017,7.11
Glucosa,M,0.06,0.002,7.24
Glucosa,M,0.06,0.0023,7.35
Glucosa,M,0.06,0.0026,7.57
Glucosa,M,0.06,0.0029,7.69
Glucosa,M,0.06,0.0031,7.71
Glucosa,M,0.06,0.0034,7.85
Glucosa,M,0.06,0.0037,7.98
Glucosa,M,0.06,0.004,8.04
Glucosa,M,0.06,0.0043,8.19
Glucosa,M,0.06,0.0046,8.22
Glucosa,M,0.06,0.0048,8.28
Glucosa,M,0.06,0.0051,8.35
Glucosa,M,0.06,0.0054,8.46
Glucosa,M,0.06,0.0057,8.51
Glucosa,M,0.06,0.006,8.56
Glucosa,M,0.06,0.0063,8.58
Glucosa,M,0.06,0.0065,8.61
Glucosa,M,0.06,0.0068,8.64
Glucosa,M,0.06,0.0071,8.67
Glucosa,M,0.06,0.0074,8.68
Glucosa,M,0.06,0.0077,8.69
Glucosa,M,0.06,0.0079,8.7
Glucosa,M,0.06,0.0082,8.71
